date,temperature,humidity,wind,precipitation,snowfall,city
2012-01-17,15.5,88,8.6,2.3,0.0,Chandigarh
2012-01-18,14.6,87,8.7,3.9,0.0,Chandigarh
2012-01-19,14.0,82,9.4,0.3,0.0,Chandigarh
2012-01-20,14.3,80,15.5,0.0,0.0,Chandigarh
2012-01-21,15.5,74,17.1,0.0,0.0,Chandigarh
2012-01-22,15.8,73,9.7,0.0,0.0,Chandigarh
2012-01-23,18.5,72,14.8,0.0,0.0,Chandigarh
2012-01-24,17.4,73,16.6,0.0,0.0,Chandigarh
2012-01-25,17.9,70,14.0,0.0,0.0,Chandigarh
2012-01-26,17.3,72,14.8,0.0,0.0,Chandigarh
2012-01-27,17.0,75,13.4,0.0,0.0,Chandigarh
2012-01-28,16.9,72,9.1,0.0,0.0,Chandigarh
2012-01-29,18.8,72,12.6,0.0,0.0,Chandigarh
2012-01-30,18.6,68,9.2,0.0,0.0,Chandigarh
2012-01-31,18.1,68,11.4,0.0,0.0,Chandigarh
2012-02-01,19.1,68,15.9,0.0,0.0,Chandigarh
2012-02-02,19.2,66,15.0,0.0,0.0,Chandigarh
2012-02-03,18.8,69,12.2,0.0,0.0,Chandigarh
2012-02-04,21.3,64,15.8,0.4,0.0,Chandigarh
2012-02-05,20.0,67,19.3,6.0,0.0,Chandigarh
2012-02-06,20.1,76,13.4,0.0,0.0,Chandigarh
2012-02-07,17.7,78,9.7,0.0,0.0,Chandigarh
2012-02-08,15.4,66,13.6,0.0,0.0,Chandigarh
2012-02-09,16.5,66,17.8,0.0,0.0,Chandigarh
2012-02-10,17.6,66,18.7,0.0,0.0,Chandigarh
2012-02-11,18.7,66,10.9,0.0,0.0,Chandigarh
2012-02-12,22.0,57,10.9,0.1,0.0,Chandigarh
2012-02-13,20.1,50,27.7,1.3,0.0,Chandigarh
2012-02-14,19.2,69,14.6,0.6,0.0,Chandigarh
2012-02-15,18.0,76,10.8,0.0,0.0,Chandigarh
2012-02-16,18.7,67,12.4,0.0,0.0,Chandigarh
2012-02-17,20.5,59,11.8,0.0,0.0,Chandigarh
2012-02-18,21.7,60,16.1,0.0,0.0,Chandigarh
2012-02-19,21.6,63,19.6,0.0,0.0,Chandigarh
2012-02-20,21.3,71,13.1,0.4,0.0,Chandigarh
2012-02-21,25.4,63,13.0,0.0,0.0,Chandigarh
2012-02-22,25.5,54,17.0,0.0,0.0,Chandigarh
2012-02-23,24.1,64,10.8,0.0,0.0,Chandigarh
2012-02-24,22.5,58,15.9,0.0,0.0,Chandigarh
2012-02-25,21.3,55,15.8,0.0,0.0,Chandigarh
2012-02-26,22.7,57,18.6,0.0,0.0,Chandigarh
2012-02-27,23.5,55,19.2,0.0,0.0,Chandigarh
2012-02-28,23.7,60,15.0,1.0,0.0,Chandigarh
2012-02-29,23.5,56,10.9,0.0,0.0,Chandigarh
2012-03-01,24.6,50,9.8,0.0,0.0,Chandigarh
2012-03-02,25.1,43,17.8,0.0,0.0,Chandigarh
2012-03-03,26.6,41,19.7,0.0,0.0,Chandigarh
2012-03-04,28.3,43,13.7,0.0,0.0,Chandigarh
2012-03-05,27.3,47,24.7,1.4,0.0,Chandigarh
2012-03-06,24.9,64,11.0,2.1,0.0,Chandigarh
2012-03-07,24.7,47,13.7,0.3,0.0,Chandigarh
2012-03-08,23.6,34,12.0,0.1,0.0,Chandigarh
2012-03-09,22.4,46,9.9,0.0,0.0,Chandigarh
2012-03-10,23.0,44,10.1,0.0,0.0,Chandigarh
2012-03-11,24.8,43,9.7,0.0,0.0,Chandigarh
2012-03-12,27.0,34,21.1,0.0,0.0,Chandigarh
2012-03-13,23.7,45,16.6,0.0,0.0,Chandigarh
2012-03-14,23.1,52,17.1,0.0,0.0,Chandigarh
2012-03-15,25.2,46,23.4,0.0,0.0,Chandigarh
2012-03-16,27.9,46,17.1,0.0,0.0,Chandigarh
2012-03-17,29.7,50,10.6,0.0,0.0,Chandigarh
2012-03-18,31.6,51,13.2,0.0,0.0,Chandigarh
2012-03-19,32.8,47,16.6,0.0,0.0,Chandigarh
2012-03-20,31.4,35,29.4,0.3,0.0,Chandigarh
2012-03-21,24.9,33,18.2,0.0,0.0,Chandigarh
2012-03-22,26.3,40,19.5,0.0,0.0,Chandigarh
2012-03-23,28.7,44,22.9,0.0,0.0,Chandigarh
2012-03-24,31.0,41,18.8,0.0,0.0,Chandigarh
2012-03-25,31.7,42,19.4,0.0,0.0,Chandigarh
2012-03-26,33.0,35,15.0,0.1,0.0,Chandigarh
2012-03-27,31.1,41,10.3,0.0,0.0,Chandigarh
2012-03-28,31.5,39,20.5,0.0,0.0,Chandigarh
2012-03-29,30.5,39,23.6,0.0,0.0,Chandigarh
2012-03-30,32.3,41,15.4,0.0,0.0,Chandigarh
2012-03-31,33.1,39,20.9,0.0,0.0,Chandigarh
2012-04-01,33.5,37,12.6,0.0,0.0,Chandigarh
2012-04-02,34.7,38,9.8,0.6,0.0,Chandigarh
2012-04-03,34.7,39,12.1,1.1,0.0,Chandigarh
2012-04-04,35.5,31,19.2,0.0,0.0,Chandigarh
2012-04-05,34.8,30,17.1,0.1,0.0,Chandigarh
2012-04-06,34.2,31,16.8,0.0,0.0,Chandigarh
2012-04-07,34.3,29,16.1,0.0,0.0,Chandigarh
2012-04-08,34.3,33,20.7,0.0,0.0,Chandigarh
2012-04-09,35.8,31,22.7,0.3,0.0,Chandigarh
2012-04-10,35.2,32,15.4,1.1,0.0,Chandigarh
2012-04-11,29.5,58,22.7,13.1,0.0,Chandigarh
2012-04-12,30.3,47,14.4,0.0,0.0,Chandigarh
2012-04-13,31.6,47,18.2,1.9,0.0,Chandigarh
2012-04-14,29.9,52,10.3,1.2,0.0,Chandigarh
2012-04-15,29.8,48,15.3,0.0,0.0,Chandigarh
2012-04-16,30.3,40,17.1,0.2,0.0,Chandigarh
2012-04-17,30.1,47,11.8,0.1,0.0,Chandigarh
2012-04-18,31.5,47,12.0,0.0,0.0,Chandigarh
2012-04-19,33.7,42,17.4,0.0,0.0,Chandigarh
2012-04-20,35.4,36,15.9,0.3,0.0,Chandigarh
2012-04-21,33.0,46,18.4,0.3,0.0,Chandigarh
2012-04-22,33.0,45,13.9,0.9,0.0,Chandigarh
2012-04-23,32.7,43,9.4,0.0,0.0,Chandigarh
2012-04-24,34.0,42,15.1,0.7,0.0,Chandigarh
2012-04-25,34.1,41,10.5,1.0,0.0,Chandigarh
2012-04-26,33.4,46,15.0,0.6,0.0,Chandigarh
2012-04-27,32.3,46,15.4,1.0,0.0,Chandigarh
2012-04-28,32.4,45,12.1,1.2,0.0,Chandigarh
2012-04-29,32.3,40,15.5,2.8,0.0,Chandigarh
2012-04-30,32.1,38,11.4,1.0,0.0,Chandigarh
2012-05-01,32.8,36,12.2,1.3,0.0,Chandigarh
2012-05-02,34.0,31,18.2,0.0,0.0,Chandigarh
2012-05-03,34.7,26,16.4,0.0,0.0,Chandigarh
2012-05-04,35.9,27,9.5,0.0,0.0,Chandigarh
2012-05-05,35.9,26,21.2,0.0,0.0,Chandigarh
2012-05-06,36.0,27,16.8,0.0,0.0,Chandigarh
2012-05-07,37.2,30,19.6,0.0,0.0,Chandigarh
2012-05-08,38.7,27,22.3,0.0,0.0,Chandigarh
2012-05-09,39.8,24,21.7,0.0,0.0,Chandigarh
2012-05-10,40.1,24,16.6,0.0,0.0,Chandigarh
2012-05-11,37.6,28,12.6,0.7,0.0,Chandigarh
2012-05-12,38.1,30,14.0,0.0,0.0,Chandigarh
2012-05-13,37.5,24,19.5,0.0,0.0,Chandigarh
2012-05-14,37.6,22,18.1,0.0,0.0,Chandigarh
2012-05-15,37.9,23,21.4,0.0,0.0,Chandigarh
2012-05-16,39.7,20,21.2,0.0,0.0,Chandigarh
2012-05-17,40.1,21,15.8,0.3,0.0,Chandigarh
2012-05-18,38.8,24,20.4,0.0,0.0,Chandigarh
2012-05-19,38.9,22,20.1,0.0,0.0,Chandigarh
2012-05-20,39.5,21,9.7,0.1,0.0,Chandigarh
2012-05-21,39.5,20,13.1,0.0,0.0,Chandigarh
2012-05-22,39.5,20,19.9,0.0,0.0,Chandigarh
2012-05-23,40.1,17,22.4,0.0,0.0,Chandigarh
2012-05-24,40.6,16,29.2,0.0,0.0,Chandigarh
2012-05-25,41.9,19,19.2,0.0,0.0,Chandigarh
2012-05-26,40.3,22,12.8,0.0,0.0,Chandigarh
2012-05-27,40.3,21,17.9,0.0,0.0,Chandigarh
2012-05-28,40.7,20,14.7,0.0,0.0,Chandigarh
2012-05-29,42.0,20,21.3,0.0,0.0,Chandigarh
2012-05-30,43.4,17,23.7,0.0,0.0,Chandigarh
2012-05-31,44.0,18,14.1,0.0,0.0,Chandigarh
2012-06-01,43.3,18,15.1,0.0,0.0,Chandigarh
2012-06-02,43.5,16,16.8,0.0,0.0,Chandigarh
2012-06-03,42.0,17,18.1,0.0,0.0,Chandigarh
2012-06-04,41.2,22,16.0,0.0,0.0,Chandigarh
2012-06-05,40.1,30,16.3,0.0,0.0,Chandigarh
2012-06-06,37.6,38,12.2,0.0,0.0,Chandigarh
2012-06-07,37.7,38,13.7,0.1,0.0,Chandigarh
2012-06-08,37.6,35,14.3,0.0,0.0,Chandigarh
2012-06-09,38.3,30,18.9,0.0,0.0,Chandigarh
2012-06-10,39.8,24,21.5,0.0,0.0,Chandigarh
2012-06-11,39.2,26,16.1,0.0,0.0,Chandigarh
2012-06-12,41.1,23,16.5,0.0,0.0,Chandigarh
2012-06-13,41.1,22,18.3,0.0,0.0,Chandigarh
2012-06-14,41.4,23,20.3,0.0,0.0,Chandigarh
2012-06-15,42.1,21,20.5,0.0,0.0,Chandigarh
2012-06-16,42.1,20,22.7,0.0,0.0,Chandigarh
2012-06-17,42.4,21,19.9,0.0,0.0,Chandigarh
